county1,distance,county2
12033,182.475888806884,12073
12033,205.64027972541,12065
12033,225.798638133857,12123
12033,230.507838196517,12079
12033,251.866138304959,12067
12033,257.700753349581,12029
12033,260.633319091618,12121
12033,261.207666592974,12047
12033,278.220982604006,12041
12033,282.262475396104,12023
12033,287.707859007192,12075
12033,298.976120737488,12125
12033,300.581097351554,12003
12033,304.576027442503,12001
12033,311.983709151023,12007
12033,313.584254460993,12017
12033,325.073870247461,12053
12033,329.764526676969,12019
12033,331.437141741339,12089
12033,331.745526420388,12083
12033,334.278192308737,12101
12033,334.447888768215,12103
12033,339.390641342301,12031
12033,341.703059974443,12107
12033,342.121232123707,12119
12033,354.035171478218,12057
12033,358.859056922711,12109
12033,361.000769290969,12069
12033,370.083019204221,12081
12033,370.383052723982,12035
12033,382.763886163021,12115
12033,385.429845546634,12127
12033,386.602615247735,12105
12033,389.419655944831,12095
12033,395.576201609375,12117
12033,396.762632550007,12049
12033,409.623160586443,12027
12033,412.89084725837,12097
12033,416.815271089976,12015
12033,427.038101581987,12055
12033,430.095264007504,12009
12033,433.336601880825,12071
12033,448.972827967341,12093
12033,449.81962324315,12043
12033,454.887298910528,12061
12033,469.017757287625,12051
12033,472.603131261076,12111
12033,475.980453635461,12021
12033,485.63246704583,12085
12033,499.523853493265,12099
12033,509.25114269423,12087
12033,516.648014668707,12011
